/raid/home/automatants/peytevin_pau/Can-t-Stop/env/lib/python3.10/site-packages/gymnasium/envs/registration.py:487: UserWarning: [33mWARN: The environment creator metadata doesn't include `render_modes`, contains: ['render.modes'][0m
  logger.warn(
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1755550275/ppo_cant_stop_0
---------------------------------
| rollout/           |          |
|    entropy_loss         | -0.515      |
|    explained_variance   | 0.255       |
|    learning_rate        | 0.0003      |
|    loss                 | 128         |
|    n_updates            | 8390        |
|    policy_gradient_loss | -0.0254     |
|    value_loss           | 307         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 35.3       |
|    ep_rew_mean          | 70.1       |
| time/                   |            |
|    fps                  | 469        |
|    iterations           | 352        |
|    time_elapsed         | 1536       |
|    total_timesteps      | 1722368    |
| train/                  |            |
|    approx_kl            | 0.02095284 |
|    clip_fraction        | 0.136      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.499     |
|    explained_variance   | 0.21       |
|    learning_rate        | 0.0003     |
|    loss                 | 85.9       |
|    n_updates            | 8400       |
|    policy_gradient_loss | -0.0228    |
|    value_loss           | 292        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.6        |
|    ep_rew_mean          | 67          |
| time/                   |             |
|    fps                  | 469         |
|    iterations           | 353         |
|    time_elapsed         | 1540        |
|    total_timesteps      | 1724416     |
| train/                  |             |
|    approx_kl            | 0.018992305 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.509      |
|    explained_variance   | 0.323       |
|    learning_rate        | 0.0003      |
|    loss                 | 84.1        |
|    n_updates            | 8410        |
|    policy_gradient_loss | -0.0213     |
|    value_loss           | 290         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.2        |
|    ep_rew_mean          | 64.9        |
| time/                   |             |
|    fps                  | 469         |
|    iterations           | 354         |
|    time_elapsed         | 1545        |
|    total_timesteps      | 1726464     |
| train/                  |             |
|    approx_kl            | 0.021059917 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.488      |
|    explained_variance   | 0.314       |
|    learning_rate        | 0.0003      |
|    loss                 | 73.3        |
|    n_updates            | 8420        |
|    policy_gradient_loss | -0.021      |
|    value_loss           | 281         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.2        |
|    ep_rew_mean          | 62.9        |
| time/                   |             |
|    fps                  | 469         |
|    iterations           | 355         |
|    time_elapsed         | 1549        |
|    total_timesteps      | 1728512     |
| train/                  |             |
|    approx_kl            | 0.024204357 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.507      |
|    explained_variance   | 0.209       |
|    learning_rate        | 0.0003      |
|    loss                 | 92.4        |
|    n_updates            | 8430        |
|    policy_gradient_loss | -0.023      |
|    value_loss           | 301         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.8        |
|    ep_rew_mean          | 68.3        |
| time/                   |             |
|    fps                  | 469         |
|    iterations           | 356         |
|    time_elapsed         | 1554        |
|    total_timesteps      | 1730560     |
| train/                  |             |
|    approx_kl            | 0.018735372 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.511      |
|    explained_variance   | 0.274       |
|    learning_rate        | 0.0003      |
|    loss                 | 133         |
