Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
------------------------------------------
[HB] 1530000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 39.5         |
|    ep_rew_mean          | -82.1        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 259          |
|    time_elapsed         | 1175         |
|    total_timesteps      | 1531904      |
| train/                  |              |
|    approx_kl            | 0.0007519196 |
|    clip_fraction        | 0.000439     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.859       |
|    explained_variance   | 0.236        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.1e+03      |
|    n_updates            | 7470         |
|    policy_gradient_loss | -0.0021      |
|    value_loss           | 8.56e+03     |
------------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 12          |
| rollout/                |             |
|    ep_len_mean          | 38.6        |
|    ep_rew_mean          | -81.9       |
| time/                   |             |
|    fps                  | 451         |
|    iterations           | 260         |
|    time_elapsed         | 1180        |
|    total_timesteps      | 1533952     |
| train/                  |             |
|    approx_kl            | 0.002691166 |
|    clip_fraction        | 0.00425     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.851      |
|    explained_variance   | 0.198       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.79e+03    |
|    n_updates            | 7480        |
|    policy_gradient_loss | -0.00394    |
|    value_loss           | 1.07e+04    |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 37.9         |
|    ep_rew_mean          | -65.5        |
| time/                   |              |
|    fps                  | 451          |
|    iterations           | 261          |
|    time_elapsed         | 1184         |
|    total_timesteps      | 1536000      |
| train/                  |              |
|    approx_kl            | 0.0015541317 |
|    clip_fraction        | 0.00352      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.808       |
|    explained_variance   | 0.126        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.07e+03     |
|    n_updates            | 7490         |
|    policy_gradient_loss | -0.0029      |
|    value_loss           | 8.74e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 13            |
| rollout/                |               |
|    ep_len_mean          | 38            |
|    ep_rew_mean          | -72.5         |
| time/                   |               |
|    fps                  | 451           |
|    iterations           | 262           |
|    time_elapsed         | 1189          |
|    total_timesteps      | 1538048       |
| train/                  |               |
|    approx_kl            | 0.00078005897 |
|    clip_fraction        | 0.000684      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.819        |
|    explained_variance   | 0.143         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.04e+03      |
|    n_updates            | 7500          |
